chr	start	end	EnsemblID	GeneSymbol
7287	2	120213631	120214989	ENSG00000234065	MTND4P26
7288	2	120215181	120217279	ENSG00000223549	MTND5P28
7289	2	120221278	120223408	ENSG00000226479	TMEM185B
7290	2	120240064	120294713	ENSG00000144118	RALB
7291	2	120290710	120291049	ENSG00000281676	AC012363.1
7292	2	120319007	120326298	ENSG00000235840	AC012363.13
7293	2	120346143	120351808	ENSG00000163083	INHBB
7294	2	120464335	120466218	ENSG00000280409	LINC01101
7295	2	120542909	120544326	ENSG00000237614	AC073257.2
7296	2	120553743	120558109	ENSG00000232140	AC073257.1
7297	2	120651273	120651374	ENSG00000201006	Y_RNA
7298	2	120686635	120710517	ENSG00000229774	AC018866.1
7299	2	120735623	120992653	ENSG00000074047	GLI2
7300	2	120866378	120867403	ENSG00000271709	RP11-297J22.1
7301	2	121040610	121040710	ENSG00000201584	Y_RNA
7302	2	121081437	121088726	ENSG00000234455	AC067960.1
7303	2	121178327	121182580	ENSG00000236145	AC079988.3
7304	2	121216587	121285207	ENSG00000115112	TFCP2L1
7305	2	121309995	121310412	ENSG00000232723	AC013399.3
7306	2	121337776	121649587	ENSG00000074054	CLASP1
7307	2	121530422	121532705	ENSG00000265451	RP11-204L24.2
7308	2	121530881	121531007	ENSG00000264229	RNU4ATAC
7309	2	121603073	121603164	ENSG00000222467	Y_RNA
7310	2	121649650	121728481	ENSG00000236859	NIFK-AS1
7311	2	121658475	121658973	ENSG00000230993	RPL12P15
7312	2	121688203	121689714	ENSG00000279721	RP11-416H1.2
7313	2	121708512	121709115	ENSG00000213239	NPM1P32
7314	2	121726945	121736923	ENSG00000155438	NIFK
7315	2	121737103	121767853	ENSG00000211460	TSN
7316	2	121743479	121745921	ENSG00000270798	RP11-416H1.1
7317	2	121790444	121796702	ENSG00000224655	AC018737.3
7318	2	123065321	123067722	ENSG00000237856	AC062020.2
7319	2	123066151	123073481	ENSG00000232740	AC062020.1
7320	2	123443266	123444445	ENSG00000226708	AC073409.1
7321	2	123695302	123697396	ENSG00000235640	AC092646.1
7322	2	123762171	123763071	ENSG00000227738	AC092646.2
7323	2	123850522	123850695	ENSG00000279874	RP11-329A6.1
7324	2	123869256	123869570	ENSG00000223118	RN7SKP102
7325	2	124016858	124025173	ENSG00000228400	AC079154.1
7326	2	124025287	124915287	ENSG00000155052	CNTNAP5
7327	2	124680722	124680916	ENSG00000238046	MTND5P22
7328	2	124778454	124778640	ENSG00000270815	RP11-56O18.1
7329	2	124932915	124933020	ENSG00000252674	RNA5SP102
7330	2	124989219	124989325	ENSG00000206726	RNU6-259P
7331	2	125710969	125765842	ENSG00000235491	AC097499.1
7332	2	125823108	125823315	ENSG00000224410	AC097499.2
7333	2	126110099	126117985	ENSG00000226813	AC114813.1
7334	2	126308510	126343992	ENSG00000235774	AC023347.1
7335	2	126311466	126311927	ENSG00000236655	AC023347.2
7336	2	126557435	126558162	ENSG00000213236	YWHAZP2
7337	2	126655933	126696675	ENSG00000136732	GYPC
7338	2	126679622	126680420	ENSG00000235128	AC013474.4
7339	2	126702839	126702942	ENSG00000206963	RNU6-675P
7340	2	126898882	126902097	ENSG00000237524	AC114783.1
7341	2	127017421	127017482	ENSG00000238788	RNU7-182P
7342	2	127024252	127025723	ENSG00000260634	RP11-521O16.1
7343	2	127025211	127029686	ENSG00000260163	RP11-521O16.2
7344	2	127048027	127107355	ENSG00000136717	BIN1
7345	2	127170011	127170231	ENSG00000237630	NIFKP9
7346	2	127184120	127220078	ENSG00000186684	CYP27C1
7347	2	127247258	127250082	ENSG00000226789	AC110926.4
7348	2	127257290	127294176	ENSG00000163161	ERCC3
7349	2	127298730	127388465	ENSG00000169967	MAP3K2
7350	2	127316873	127316979	ENSG00000200250	RNU6-1147P
7351	2	127389130	127400580	ENSG00000236682	AC068282.3
7352	2	127418427	127429246	ENSG00000115718	PROC
7353	2	127423537	127423618	ENSG00000264075	MIR4783
7354	2	127436207	127526886	ENSG00000163166	IWS1
7355	2	127455394	127514623	ENSG00000231731	AC010976.2
7356	2	127472234	127472415	ENSG00000202429	RNU4-48P
7357	2	127535802	127637729	ENSG00000169994	MYO7B
7358	2	127625997	127626848	ENSG00000272789	RP11-286H15.1
7359	2	127638381	127681786	ENSG00000072163	LIMS2
7360	2	127645864	127652639	ENSG00000144230	GPR17
7361	2	127701022	127811187	ENSG00000136709	WDR33
7362	2	127701508	127705242	ENSG00000173349	SFT2D3
7363	2	127798903	127798998	ENSG00000201470	RNY4P7
7364	2	127829747	127829852	ENSG00000200390	Y_RNA
7365	2	127840606	127841763	ENSG00000274010	RP5-935K16.2
7366	2	127843551	127858157	ENSG00000144231	POLR2D
7367	2	127845236	127845341	ENSG00000202532	RNU6-395P
7368	2	127846736	127847084	ENSG00000244563	AC006011.4
7369	2	127856890	127857147	ENSG00000273950	Metazoa_SRP
7370	2	127861630	127885922	ENSG00000144233	AMMECR1L
7371	2	127886556	127887185	ENSG00000272667	RP11-395A13.2
7372	2	127931327	127931440	ENSG00000204399	AC012306.2
7373	2	127941217	128028120	ENSG00000136715	SAP130
7374	2	128067194	128067407	ENSG00000234044	AC108059.1
7375	2	128067800	128067901	ENSG00000200432	Y_RNA
7376	2	128091200	128195677	ENSG00000136731	UGGT1
7377	2	128139792	128140516	ENSG00000229173	AC108059.4
7378	2	128151154	128151304	ENSG00000232101	AC108059.2
7379	2	128199901	128200195	ENSG00000229758	DYNLT3P2
7380	2	128203361	128203775	ENSG00000185631	AC017079.3
7381	2	128217588	128218072	ENSG00000238180	AC017079.4
7382	2	128236716	128318577	ENSG00000136720	HS6ST1
7383	2	128350829	128350927	ENSG00000252742	Y_RNA
7384	2	128445081	128445198	ENSG00000238379	RNA5SP103
7385	2	128518788	128519177	ENSG00000227653	ISCA1P6
7386	2	128580491	128581576	ENSG00000237532	AC012451.1
7387	2	129063846	129071725	ENSG00000238277	AC068483.1
7388	2	129242173	129273848	ENSG00000204460	AC079586.1
7389	2	129496297	129496788	ENSG00000233428	AC019050.1
7390	2	129869193	129877553	ENSG00000229536	AC079776.1
7391	2	129922863	129934317	ENSG00000214100	AC079776.2
7392	2	129923177	129946703	ENSG00000237574	AC079776.3
7393	2	129939848	129940217	ENSG00000234559	AC079776.4
7394	2	129966592	129980466	ENSG00000225449	RAB6C-AS1
7395	2	129979664	129982738	ENSG00000222014	RAB6C
7396	2	129990456	130051131	ENSG00000180178	FAR2P1
7397	2	129992602	129993105	ENSG00000250207	AC079776.6
7398	2	129992889	129994040	ENSG00000217289	AC018865.5
7399	2	130006200	130009123	ENSG00000231147	ARHGAP42P2
7400	2	130036958	130038422	ENSG00000231240	KLF2P1
7401	2	130048426	130049440	ENSG00000248313	CYP4F27P
7402	2	130074030	130129222	ENSG00000196604	POTEF
7403	2	130082092	130082220	ENSG00000228471	AC018865.11
7404	2	130107684	130109741	ENSG00000224087	AC018804.3
7405	2	130109204	130109310	ENSG00000252223	RNU6-1049P
7406	2	130129621	130139417	ENSG00000223760	MED15P9
7407	2	130139287	130145134	ENSG00000152076	CCDC74B
7408	2	130151392	130182750	ENSG00000136699	SMPD4
7409	2	130181737	130190729	ENSG00000152082	MZT2B
7410	2	130191743	130198461	ENSG00000152086	TUBA3E
7411	2	130202312	130212628	ENSG00000227632	AC018804.6
7412	2	130212870	130213490	ENSG00000230756	RHOQP3
7413	2	130229379	130232106	ENSG00000213225	NOC2LP1
7414	2	130245971	130248770	ENSG00000234398	AC134915.1
7415	2	130251568	130252559	ENSG00000236595	MED15P5
7416	2	130270596	130272272	ENSG00000237722	MTND1P29
7417	2	130272479	130273511	ENSG00000231954	MTND2P22
7418	2	130273908	130275449	ENSG00000236211	MTCO1P7
7419	2	130275592	130276257	ENSG00000230496	MTCO2P7
7420	2	130276507	130277187	ENSG00000232990	MTATP6P7
7421	2	130277184	130277957	ENSG00000249997	MTCO3P7
7422	2	130278757	130280110	ENSG00000230548	MTND4P27
7423	2	130280299	130282105	ENSG00000234934	MTND5P29
7424	2	130282085	130282606	ENSG00000248136	MTND6P8
7425	2	130282679	130283329	ENSG00000233550	MTCYBP8
7426	2	130293822	130294405	ENSG00000226915	AC068137.13
7427	2	130313934	130314411	ENSG00000271435	RP11-803A13.1
7428	2	130330142	130330285	ENSG00000224352	AC132479.4
7429	2	130338241	130342349	ENSG00000136710	CCDC115
7430	2	130342225	130347810	ENSG00000136718	IMP4
7431	2	130356007	130375409	ENSG00000072135	PTPN18
7432	2	130416755	130431363	ENSG00000178162	FAR2P2
7433	2	130427731	130429225	ENSG00000230646	KLF2P2
7434	2	130429827	130441413	ENSG00000239402	CYP4F62P
7435	2	130459455	130509666	ENSG00000196834	POTEI
7436	2	130497743	130497849	ENSG00000251973	RNU6-473P
7437	2	130515997	130526691	ENSG00000225819	AC013269.3
7438	2	130517049	130517312	ENSG00000274711	Metazoa_SRP
7439	2	130521197	130528604	ENSG00000152093	CFC1B
7440	2	130530275	130537182	ENSG00000225341	AC013269.4
7441	2	130539095	130549883	ENSG00000184761	AC013269.5
7442	2	130570829	130584161	ENSG00000183292	TISP43
7443	2	130583549	130590463	ENSG00000232408	AC140481.4
7444	2	130592168	130599575	ENSG00000136698	CFC1
7445	2	130603461	130603724	ENSG00000277668	Metazoa_SRP
7446	2	130611481	130658091	ENSG00000222038	POTEJ
7447	2	130622838	130622944	ENSG00000251757	RNU6-848P
7448	2	130680050	130685863	ENSG00000214081	CYP4F30P
7449	2	130681228	130691691	ENSG00000282944	RP11-1216L17.1
7450	2	130690133	130718831	ENSG00000240253	FAR2P3
7451	2	130692243	130693770	ENSG00000223349	KLF2P3
7452	2	130729070	130730336	ENSG00000173302	GPR148
7453	2	130743538	130755879	ENSG00000229797	AC140481.8
7454	2	130755435	130768134	ENSG00000178171	AMER3
7455	2	130776646	130776957	ENSG00000232503	CYCSP8
7456	2	130830978	130836994	ENSG00000233221	AC133785.1
7457	2	130836916	131047263	ENSG00000136002	ARHGEF4
7458	2	130929762	130929884	ENSG00000281516	SCARNA4
7459	2	130929762	130929883	ENSG00000281159	SCARNA15
7460	2	131047876	131093460	ENSG00000152102	FAM168B
7461	2	131104847	131353709	ENSG00000115762	PLEKHB2
7462	2	131177618	131178946	ENSG00000230450	NEK2P4
7463	2	131181153	131181369	ENSG00000225448	AC009477.7
7464	2	131189834	131197493	ENSG00000236956	NF1P8
7465	2	131201142	131202941	ENSG00000248796	MED15P8
7466	2	131218067	131265278	ENSG00000188219	POTEE
7467	2	131229607	131229713	ENSG00000212199	RNU6-127P
7468	2	131279290	131309068	ENSG00000231431	FAR2P4
7469	2	131299220	131300444	ENSG00000236516	KLF2P4
7470	2	131328176	131330857	ENSG00000227817	ARHGAP42P1
7471	2	131352214	131353239	ENSG00000224425	AC073869.2
7472	2	131361111	131364142	ENSG00000233087	WTH3DI
7473	2	131363364	131364881	ENSG00000283303	RP11-109E12.5
7474	2	131369062	131369711	ENSG00000233285	MTCYBP10
7475	2	131369785	131370301	ENSG00000227275	MTND6P10
7476	2	131370421	131372075	ENSG00000235080	MTND5P23
7477	2	131372294	131373650	ENSG00000231777	MTND4P21
7478	2	131380153	131380913	ENSG00000227661	MTCO3P18
7479	2	131380916	131381590	ENSG00000236590	MTATP6P4
7480	2	131381840	131382497	ENSG00000234480	MTCO2P18
7481	2	131382643	131384061	ENSG00000237910	MTCO1P18
7482	2	131384461	131385490	ENSG00000234939	MTND2P18
7483	2	131385700	131386237	ENSG00000234576	MTND1P26
7484	2	131395217	131395542	ENSG00000226831	MED15P3
7485	2	131398439	131401250	ENSG00000276460	RP11-109E12.4
7486	2	131402901	131409049	ENSG00000223631	LINC01120
7487	2	131423801	131424867	ENSG00000214077	GNAQP1
7488	2	131442644	131444587	ENSG00000217950	NOC2LP2
7489	2	131460999	131461577	ENSG00000232742	RHOQP2
7490	2	131461821	131463615	ENSG00000273073	RP11-109E12.1
7491	2	131464900	131492743	ENSG00000173272	MZT2A
7492	2	131476093	131482934	ENSG00000075886	TUBA3D
7493	2	131492813	131521573	ENSG00000152117	AC093838.4
7494	2	131527675	131533666	ENSG00000163040	CCDC74A
7495	2	131535187	131536988	ENSG00000224679	MED15P4
7496	2	131591752	131627266	ENSG00000204434	POTEKP
7497	2	131602790	131602896	ENSG00000251956	RNU6-617P
7498	2	131625957	131628147	ENSG00000273588	RP11-433A19.2
7499	2	131637025	131649615	ENSG00000224559	LINC01087
7500	2	131646704	131648372	ENSG00000270930	GRAMD4P8
7501	2	131722375	131767404	ENSG00000197927	C2orf27A
7502	2	131723253	131724279	ENSG00000213222	AC093724.2
7503	2	131794961	131801661	ENSG00000186825	C2orf27B
7504	2	131821987	131822920	ENSG00000274353	RP11-788A1.1
7505	2	131829801	131832031	ENSG00000229203	AC103564.7
7506	2	131833783	131836532	ENSG00000232760	AC103564.6
7507	2	131958277	131965535	ENSG00000244337	AJ239322.3
7508	2	131964731	131979873	ENSG00000235615	AJ239322.1
7509	2	131983937	131994161	ENSG00000236485	RP1-156L9.1
7510	2	132037787	132037993	ENSG00000226886	AC093787.1
7511	2	132080290	132080755	ENSG00000271179	RP11-629P16.1
7512	2	132087289	132102564	ENSG00000225594	AC098826.4
7513	2	132132856	132139429	ENSG00000227745	AC098826.5
7514	2	132147591	132257969	ENSG00000163046	ANKRD30BL
7515	2	132152243	132152349	ENSG00000239108	RNU6-1132P
7516	2	132253154	132253305	ENSG00000202174	RNA5-8SP5
7517	2	132256966	132257080	ENSG00000221288	MIR663B
7518	2	132262328	132263042	ENSG00000233786	CDC27P1
7519	2	132285795	132294377	ENSG00000230803	AC097532.2
7520	2	132309309	132318736	ENSG00000018607	ZNF806
7521	2	132345616	132347297	ENSG00000272769	RP11-725P16.2
7522	2	132352722	132353318	ENSG00000230992	FAM201B
7523	2	132406752	132406858	ENSG00000252705	RNU6-175P
7524	2	132416574	132646559	ENSG00000183840	GPR39
7525	2	132488554	132489088	ENSG00000232349	YBX1P7
7526	2	132523617	132523936	ENSG00000200718	RN7SKP103
7527	2	132644853	132671579	ENSG00000150551	LYPD1
7528	2	132660526	132666990	ENSG00000230065	AC010974.3
7529	2	132671799	133568463	ENSG00000176771	NCKAP5
7530	2	132911096	132911261	ENSG00000228721	AC016909.2
7531	2	132915557	132931494	ENSG00000233729	AC016909.1
7532	2	133117004	133119052	ENSG00000279512	RP11-575M22.1
7533	2	133264968	133284762	ENSG00000226953	AC010890.1
7534	2	133333829	133333930	ENSG00000252688	RNU6-579P
7535	2	133391109	133391398	ENSG00000222068	RN7SKP154
7536	2	133431666	133433897	ENSG00000232474	NCKAP5-IT1
7537	2	133554315	133558227	ENSG00000223430	AC011243.1
7538	2	133596091	133596399	ENSG00000200708	RN7SKP93
7539	2	134119983	134454621	ENSG00000152127	MGAT5
7540	2	134127125	134127192	ENSG00000263813	MIR3679
7541	2	134231195	134231312	ENSG00000222921	RNA5SP104
7542	2	134319654	134320078	ENSG00000234060	EDDM3CP
7543	2	134455759	134719000	ENSG00000152128	TMEM163
7544	2	134735464	134918710	ENSG00000224043	CCNT2-AS1
7545	2	134797169	134797879	ENSG00000234682	VDAC2P4
7546	2	134816362	134816589	ENSG00000228098	AC110620.1
7547	2	134838547	134902034	ENSG00000153086	ACMSD
7548	2	134857820	134857873	ENSG00000263783	MIR5590
7549	2	134918235	134959342	ENSG00000082258	CCNT2
7550	2	134964491	135047468	ENSG00000176601	MAP3K19
7551	2	135052265	135176394	ENSG00000115839	RAB3GAP1
7552	2	135136628	135136755	ENSG00000208308	SNORA40
7553	2	135136916	135531236	ENSG00000121988	ZRANB3
7554	2	135510546	135511943	ENSG00000235651	AC064850.4
7555	2	135531455	135725270	ENSG00000048991	R3HDM1
7556	2	135656477	135656579	ENSG00000201308	RNU6-512P
7557	2	135665397	135665478	ENSG00000207654	MIR128-1
7558	2	135741619	135785055	ENSG00000144224	UBXN4
7559	2	135787840	135837180	ENSG00000115850	LCT
7560	2	135810169	135810279	ENSG00000200664	Y_RNA
7561	2	135820191	135823087	ENSG00000226806	AC011893.3
7562	2	135839626	135876426	ENSG00000076003	MCM6
7563	2	135897955	135898978	ENSG00000214070	AC011999.1
7564	2	135906677	135986100	ENSG00000115866	DARS
7565	2	135985176	136022593	ENSG00000231890	DARS-AS1
7566	2	136077892	136078513	ENSG00000237262	AC068492.1
7567	2	136114349	136118165	ENSG00000121966	CXCR4
7568	2	136199114	136200503	ENSG00000227347	HNRNPKP2
7569	2	136230753	136233245	ENSG00000279024	RP11-1193F23.1
7570	2	136329441	136329913	ENSG00000230037	UBBP1
7571	2	136390332	136390669	ENSG00000251976	RN7SKP141
7572	2	136544712	136545542	ENSG00000229568	SMC4P1
7573	2	136765545	137677717	ENSG00000144229	THSD7B
7574	2	137512098	137512210	ENSG00000212425	RNA5SP105
7575	2	137715332	137715440	ENSG00000222394	Y_RNA
7576	2	137964020	138016364	ENSG00000150540	HNMT
7577	2	138101884	138105905	ENSG00000224231	AC069394.1
7578	2	138278574	138279210	ENSG00000233045	AC097523.1
7579	2	138288029	138288793	ENSG00000234645	YWHAEP5
7580	2	138307319	138307970	ENSG00000237939	AC097523.3
7581	2	138412066	138413318	ENSG00000232915	AC097721.1
7582	2	138418284	138501698	ENSG00000228043	AC097721.2
7583	2	138470656	138473932	ENSG00000230569	AC114763.1
7584	2	138501801	138573547	ENSG00000144228	SPOPL
7585	2	138569090	138574458	ENSG00000241772	AC092620.2
7586	2	138599663	138602426	ENSG00000260059	RP11-231E19.1
7587	2	138604510	138613167	ENSG00000237772	AC092620.3
7588	2	138670772	138780348	ENSG00000144227	NXPH2
7589	2	138863597	138863895	ENSG00000222826	RN7SKP286
7590	2	138897151	138898098	ENSG00000229104	YY1P2
7591	2	138901433	138902747	ENSG00000232992	AHCYP4
7592	2	139366165	139379147	ENSG00000226939	AC062021.1
7593	2	139469775	139477747	ENSG00000229131	AC016710.1
7594	2	139511424	139511555	ENSG00000206901	SNORA72
7595	2	139668547	139669305	ENSG00000235232	MRPS18BP2
7596	2	139732708	139733282	ENSG00000228374	AC012497.2
7597	2	139824896	139825877	ENSG00000223554	AC078851.1
7598	2	139982684	139982986	ENSG00000240977	RN7SL283P
7599	2	140103583	140131780	ENSG00000224028	AC073928.2
7600	2	140216997	140217239	ENSG00000227149	MTCO1P44
7601	2	140217651	140220368	ENSG00000231567	MTND2P19
7602	2	140220584	140221485	ENSG00000223921	MTND1P27
7603	2	140231423	142131701	ENSG00000168702	LRP1B
7604	2	140234737	140234923	ENSG00000277306	uc_338
7605	2	140586626	140586685	ENSG00000283506	MIR7157
7606	2	140683360	140683888	ENSG00000236440	AC117947.1
7607	2	140898423	140899106	ENSG00000238065	AC010740.1
7608	2	140992543	140992659	ENSG00000201892	Y_RNA
7609	2	141167257	141167357	ENSG00000252015	RNU6-904P
7610	2	141208082	141208376	ENSG00000233329	AC068287.1
7611	2	142131178	142137830	ENSG00000244125	AC078882.1
7612	2	142543418	142543975	ENSG00000228134	AC092578.1
7613	2	142854095	142855998	ENSG00000229781	AC013444.1
7614	2	142877498	143055832	ENSG00000115919	KYNU
7615	2	142947300	142948086	ENSG00000270390	RP11-470B22.1
7616	2	143091362	143768352	ENSG00000075884	ARHGAP15
7617	2	143093056	143094164	ENSG00000224288	MTCYBP11
7618	2	143094233	143094715	ENSG00000226839	MTND6P11
7619	2	143094789	143096555	ENSG00000224852	MTND5P24
7620	2	143096839	143098007	ENSG00000232772	MTND4P22
7621	2	143098123	143098417	ENSG00000236300	MTND4LP12
7622	2	143098484	143098829	ENSG00000227557	MTND3P9
7623	2	143098898	143099933	ENSG00000225476	MTCO3P5
7624	2	143100930	143101355	ENSG00000231766	MTCO2P5
7625	2	143162078	143172172	ENSG00000257284	RP11-190J23.1
7626	2	143295421	143480789	ENSG00000228655	AC096558.1
7627	2	143295586	143572105	ENSG00000257640	RP11-570L15.2
7628	2	143518867	143598002	ENSG00000258268	RP11-570L15.1
7629	2	143640756	143656179	ENSG00000231758	AC092652.1
7630	2	143676165	143741294	ENSG00000257277	RP11-434H14.1
7631	2	143766620	143776073	ENSG00000257226	CTD-2252P21.1
7632	2	143799467	143819599	ENSG00000236356	AC079584.2
7633	2	143897263	143897361	ENSG00000200287	Y_RNA
7634	2	143937073	143964156	ENSG00000232377	AC016910.1
7635	2	143938068	144332568	ENSG00000121964	GTDC1
7636	2	144384081	144524583	ENSG00000169554	ZEB2
7637	2	144444848	144450450	ENSG00000283118	RP11-107E5.4
7638	2	144494265	144496878	ENSG00000279166	RP11-107E5.3
7639	2	144518097	144521477	ENSG00000238057	ZEB2-AS1
7640	2	144518447	144518574	ENSG00000275372	ZEB2_AS1_1
7641	2	144520456	144520555	ENSG00000273537	ZEB2_AS1_3
7642	2	144521039	144521116	ENSG00000277444	ZEB2_AS1_4
7643	2	144566435	144579434	ENSG00000232606	LINC01412
7644	2	144667967	145262988	ENSG00000226674	TEX41
7645	2	144688413	144690185	ENSG00000234940	AC023128.1
7646	2	144705217	144705419	ENSG00000276706	VIS1
7647	2	144754776	144755998	ENSG00000235352	AC023128.2
7648	2	144877734	144882033	ENSG00000268580	RP11-514A9.1
7649	2	145294277	145331847	ENSG00000235435	AC064865.1
7650	2	145337230	145338057	ENSG00000214064	RPL6P5
7651	2	145569294	145588024	ENSG00000225107	AC092484.1
7652	2	145600907	145603423	ENSG00000226218	AC079163.1
7653	2	145826285	145827830	ENSG00000234119	AC079248.1
7654	2	145874520	145874845	ENSG00000279876	RP11-24J11.1
7655	2	145915090	145931146	ENSG00000233842	AC062031.1
7656	2	146145156	146145217	ENSG00000251905	RNU7-2P
7657	2	146194296	146194821	ENSG00000230559	RPL17P12
7658	2	146477427	146478113	ENSG00000227134	AC093084.1
7659	2	146587506	146589310	ENSG00000198526	PABPC1P2
7660	2	146833501	146834038	ENSG00000271583	RP11-638D14.1
7661	2	146837749	146850310	ENSG00000231040	AC103881.1
7662	2	146879909	146898218	ENSG00000227902	AC062032.1
7663	2	147408342	147408448	ENSG00000207225	RNU6-692P
7664	2	147472133	147472243	ENSG00000207161	Y_RNA
7665	2	147495438	147495540	ENSG00000202074	RNU6-715P
7666	2	147713455	147713554	ENSG00000253083	RNA5SP106
7667	2	147810346	147810777	ENSG00000229143	AC009480.4
7668	2	147844517	147930826	ENSG00000121989	ACVR2A
7669	2	147877422	147877528	ENSG00000212389	RNU6-1275P
7670	2	147899401	147902956	ENSG00000223911	AC009480.3
7671	2	147930397	148021604	ENSG00000115947	ORC4
7672	2	148021011	148516971	ENSG00000204406	MBD5
7673	2	148044380	148044894	ENSG00000281469	RP11-567F11.1
7674	2	148062154	148062577	ENSG00000281772	RP11-567F11.2
7675	2	148260574	148260708	ENSG00000212181	SNORA48
7676	2	148295656	148296679	ENSG00000224007	AC019070.1
7677	2	148595158	148595328	ENSG00000232238	AC017080.1
7678	2	148644440	148787568	ENSG00000135999	EPC2
7679	2	148825691	148825835	ENSG00000222126	RNU2-9P
7680	2	148863564	148863804	ENSG00000223962	UBBP3
7681	2	148866470	148888823	ENSG00000231079	AC105402.4
7682	2	148870024	148870381	ENSG00000228848	AC105402.2
7683	2	148872253	148872797	ENSG00000226340	AC105402.3
7684	2	148875250	149026759	ENSG00000168280	KIF5C
7685	2	149038107	149215262	ENSG00000150556	LYPD6B
7686	2	149068596	149068910	ENSG00000228236	TXNP5
7687	2	149320593	149321436	ENSG00000224337	FAM8A3P
7688	2	149329985	149474148	ENSG00000187123	LYPD6
7689	2	149439897	149440427	ENSG00000223604	AC007394.3
7690	2	149569634	149587816	ENSG00000168288	MMADHC
7691	2	149587196	149848233	ENSG00000231969	AC144449.1
7692	2	149610668	149610774	ENSG00000207270	RNU6-601P
7693	2	149767506	149859191	ENSG00000162947	AC007364.1
7694	2	150171423	150301080	ENSG00000230645	AC016682.1
7695	2	150234892	150257007	ENSG00000231420	AC113610.1
7696	2	150468195	150539011	ENSG00000115963	RND3
7697	2	150552532	150572221	ENSG00000236049	AC104777.2
7698	2	150566134	150568080	ENSG00000237220	AC104777.3
7699	2	150595102	150620067	ENSG00000232359	AC104777.1
7700	2	150612381	150635348	ENSG00000224048	AC104777.4
7701	2	150982506	151003474	ENSG00000228064	AC023469.2
7702	2	151001220	151048774	ENSG00000222031	AC023469.1
7703	2	151117955	151186209	ENSG00000236885	AC018731.3
7704	2	151186188	151186595	ENSG00000213201	FABP5P10
7705	2	151247940	151261879	ENSG00000184898	RBM43
7706	2	151270465	151290057	ENSG00000123609	NMI
7707	2	151357592	151380048	ENSG00000123610	TNFAIP6
7708	2	151368334	151368411	ENSG00000264684	MIR4773-1
7709	2	151368334	151368411	ENSG00000283569	hsa-mir-4773-1
7710	2	151372003	151372287	ENSG00000242113	RN7SL124P
7711	2	151409883	151508013	ENSG00000080345	RIF1
7712	2	151485336	151734487	ENSG00000183091	NEB
7713	2	151788984	151828492	ENSG00000162980	ARL5A
7714	2	151802651	151973949	ENSG00000283228	CTD-2021K4.1
7715	2	151832768	152099475	ENSG00000182389	CACNB4
7716	2	152098328	152109202	ENSG00000225214	AC079790.2
7717	2	152116801	152175992	ENSG00000115145	STAM2
7718	2	152131555	152131845	ENSG00000234272	RPL30P2
7719	2	152284350	152284460	ENSG00000199884	Y_RNA
7720	2	152335237	152649834	ENSG00000157827	FMNL2
7721	2	152389937	152390630	ENSG00000213197	AC012066.1
7722	2	152539197	152539427	ENSG00000270776	RP11-17G11.1
7723	2	152651593	152717997	ENSG00000196504	PRPF40A
7724	2	152717893	152761253	ENSG00000177917	ARL6IP6
7725	2	152850653	152850824	ENSG00000234932	AC009969.1
7726	2	152876820	152877767	ENSG00000226213	UBQLN4P2
7727	2	153158938	153159683	ENSG00000214025	ATP5F1P4
7728	2	153171987	153201726	ENSG00000224612	AC011901.2
7729	2	153208086	153208163	ENSG00000226338	AC079150.2
7730	2	153337705	153357422	ENSG00000227708	AC079150.3
7731	2	153370612	153371064	ENSG00000214024	RPL23AP29
7732	2	153420677	153421957	ENSG00000242575	AC012501.3
7733	2	153421616	153593288	ENSG00000227400	AC012501.2
7734	2	153446813	153446883	ENSG00000200377	SNORD56
7735	2	153477338	153478808	ENSG00000177519	RPRM
7736	2	153761450	153762646	ENSG00000236917	DNAJA1P2
7737	2	153871913	154453849	ENSG00000144278	GALNT13
7738	2	154286589	154287425	ENSG00000230251	PHBP4
7739	2	154435853	154457438	ENSG00000224675	AC009227.2
7740	2	154459857	154460820	ENSG00000238004	AC009227.3
7741	2	154590407	154590528	ENSG00000223290	RNA5SP107
7742	2	154696462	154697817	ENSG00000235949	AC061961.2
7743	2	154698299	154858352	ENSG00000162989	KCNJ3
7744	2	154940541	154941067	ENSG00000228837	CBX3P6
7745	2	154965513	154968003	ENSG00000230991	AC092625.1
7746	2	155089439	155089538	ENSG00000223197	RNU6-1001P
7747	2	155263458	155263724	ENSG00000232982	MTCO1P45
7748	2	155264163	155264823	ENSG00000229701	MTND2P20
7749	2	155269633	155270134	ENSG00000227682	ATP5A1P2
7750	2	155311023	155311409	ENSG00000233709	MTND4P28
7751	2	155311697	155313427	ENSG00000233039	MTND5P30
7752	2	155313440	155313958	ENSG00000233248	MTND6P9
7753	2	155314066	155314368	ENSG00000229935	MTCYBP9
7754	2	155330421	155330527	ENSG00000206718	RNU6-546P
7755	2	156011530	156254950	ENSG00000226383	AC093375.1
7756	2	156033247	156034080	ENSG00000235548	AC073551.1
7757	2	156305108	156320255	ENSG00000282440	RP11-605B16.1
7758	2	156324432	156342348	ENSG00000153234	NR4A2
7759	2	156435290	156613735	ENSG00000115159	GPD2
7760	2	156655224	156695659	ENSG00000283436	RP11-366G5.1
7761	2	156777706	156778372	ENSG00000238069	RPLP0P7
7762	2	157210847	157211539	ENSG00000213194	CDK7P1
7763	2	157257598	157314211	ENSG00000136542	GALNT5
